fecha,termino,valor_trends,anio,mes_num,grupo,valor_cero_trends
2020-09-01,moda preppy,,2020,9,sofisticado,False
2020-10-01,moda preppy,,2020,10,sofisticado,False
2020-11-01,moda preppy,,2020,11,sofisticado,False
2020-12-01,moda preppy,0.0,2020,12,sofisticado,True
2021-01-01,moda preppy,0.0,2021,1,sofisticado,True
2021-02-01,moda preppy,0.0,2021,2,sofisticado,True
2021-03-01,moda preppy,0.0,2021,3,sofisticado,True
2021-04-01,moda preppy,0.0,2021,4,sofisticado,True
2021-05-01,moda preppy,0.0,2021,5,sofisticado,True
2021-06-01,moda preppy,25.0,2021,6,sofisticado,False
2021-07-01,moda preppy,0.0,2021,7,sofisticado,True
2021-08-01,moda preppy,0.0,2021,8,sofisticado,True
2021-09-01,moda preppy,0.0,2021,9,sofisticado,True
2021-10-01,moda preppy,0.0,2021,10,sofisticado,True
2021-11-01,moda preppy,0.0,2021,11,sofisticado,True
2021-12-01,moda preppy,0.0,2021,12,sofisticado,True
2022-01-01,moda preppy,,2022,1,sofisticado,False
2022-02-01,moda preppy,,2022,2,sofisticado,False
2022-03-01,moda preppy,,2022,3,sofisticado,False
2022-04-01,moda preppy,,2022,4,sofisticado,False
2022-05-01,moda preppy,,2022,5,sofisticado,False
2022-06-01,moda preppy,,2022,6,sofisticado,False
2022-07-01,moda preppy,,2022,7,sofisticado,False
2022-08-01,moda preppy,,2022,8,sofisticado,False
2022-09-01,moda preppy,,2022,9,sofisticado,False
2022-10-01,moda preppy,,2022,10,sofisticado,False
2022-11-01,moda preppy,,2022,11,sofisticado,False
2022-12-01,moda preppy,,2022,12,sofisticado,False
2023-01-01,moda preppy,,2023,1,sofisticado,False
2023-02-01,moda preppy,,2023,2,sofisticado,False
2023-03-01,moda preppy,,2023,3,sofisticado,False
2023-04-01,moda preppy,,2023,4,sofisticado,False
2023-05-01,moda preppy,,2023,5,sofisticado,False
2023-06-01,moda preppy,,2023,6,sofisticado,False
2023-07-01,moda preppy,,2023,7,sofisticado,False
2023-08-01,moda preppy,,2023,8,sofisticado,False
2023-09-01,moda preppy,,2023,9,sofisticado,False
2023-10-01,moda preppy,,2023,10,sofisticado,False
2023-11-01,moda preppy,,2023,11,sofisticado,False
2023-12-01,moda preppy,,2023,12,sofisticado,False
2024-01-01,moda preppy,,2024,1,sofisticado,False
2024-02-01,moda preppy,,2024,2,sofisticado,False
2024-03-01,moda preppy,,2024,3,sofisticado,False
2024-04-01,moda preppy,,2024,4,sofisticado,False
2024-05-01,moda preppy,,2024,5,sofisticado,False
2024-06-01,moda preppy,,2024,6,sofisticado,False
2024-07-01,moda preppy,,2024,7,sofisticado,False
2024-08-01,moda preppy,,2024,8,sofisticado,False
2024-09-01,moda preppy,,2024,9,sofisticado,False
