fecha,anio,mes_num,marca,categoria_producto,valor_trends
2016-12-01,2016,12,zara,zapatos,73
2017-01-01,2017,1,hm,pantalones,28
2017-01-01,2017,1,hm,tops,0
2017-01-01,2017,1,hm,vestidos,23
2017-01-01,2017,1,hm,zapatos,51
2017-01-01,2017,1,mango,pantalones,36
2017-01-01,2017,1,mango,tops,15
2017-01-01,2017,1,mango,vestidos,29
2017-01-01,2017,1,mango,zapatos,55
2017-01-01,2017,1,massimo_dutti,pantalones,40
2017-01-01,2017,1,massimo_dutti,tops,0
2017-01-01,2017,1,massimo_dutti,vestidos,27
2017-01-01,2017,1,massimo_dutti,zapatos,81
2017-01-01,2017,1,shein,pantalones,0
2017-01-01,2017,1,shein,tops,0
2017-01-01,2017,1,shein,vestidos,3
2017-01-01,2017,1,shein,zapatos,2
2017-01-01,2017,1,zara,pantalones,37
2017-01-01,2017,1,zara,tops,14
2017-01-01,2017,1,zara,vestidos,31
2017-01-01,2017,1,zara,zapatos,67
2017-02-01,2017,2,hm,pantalones,24
2017-02-01,2017,2,hm,tops,0
2017-02-01,2017,2,hm,vestidos,28
2017-02-01,2017,2,hm,zapatos,52
2017-02-01,2017,2,mango,pantalones,29
2017-02-01,2017,2,mango,tops,14
2017-02-01,2017,2,mango,vestidos,37
2017-02-01,2017,2,mango,zapatos,55
2017-02-01,2017,2,massimo_dutti,pantalones,26
2017-02-01,2017,2,massimo_dutti,tops,0
2017-02-01,2017,2,massimo_dutti,vestidos,32
2017-02-01,2017,2,massimo_dutti,zapatos,60
2017-02-01,2017,2,shein,pantalones,0
2017-02-01,2017,2,shein,tops,0
2017-02-01,2017,2,shein,vestidos,6
2017-02-01,2017,2,shein,zapatos,0
2017-02-01,2017,2,zara,pantalones,34
2017-02-01,2017,2,zara,tops,15
2017-02-01,2017,2,zara,vestidos,41
2017-02-01,2017,2,zara,zapatos,65
2017-03-01,2017,3,hm,pantalones,35
2017-03-01,2017,3,hm,tops,0
2017-03-01,2017,3,hm,vestidos,48
2017-03-01,2017,3,hm,zapatos,59
2017-03-01,2017,3,mango,pantalones,39
2017-03-01,2017,3,mango,tops,36
2017-03-01,2017,3,mango,vestidos,51
2017-03-01,2017,3,mango,zapatos,74
